match_id,datetime,home_team,away_team,scoreline,game_type,initial_lineups,final_lineups,substitution_summary
20250519185304cafc-v-ioca5-4,2025-05-19 18:53:04,Los Chaquetones FC,IOSoccer Central America,5-4,6v6,"{""away"": [[""GK"", ""Railenks21"", ""STEAM_0:1:548283418""], [""LB"", ""Pedri con down"", ""STEAM_0:0:613214094""], [""RB"", ""bachira (meto gol y gimo)"", ""STEAM_0:0:631503315""], [""CM"", ""JJS"", ""STEAM_0:1:658531620""], [""LW"", ""Papalo"", ""STEAM_0:1:451783975""], [""RW"", ""flancito"", ""STEAM_0:1:658775989""]], ""home"": [[""GK"", null, null], [""LB"", ""+56922258915"", ""STEAM_0:0:898995799""], [""RB"", ""Tinho aura sigma recien baneao"", ""STEAM_0:0:693474670""], [""CM"", ""+65 9 6546 8031"", ""STEAM_0:0:921231302""], [""LW"", ""0("", ""STEAM_0:0:842808826""], [""RW"", ""coca"", ""STEAM_0:0:456191419""]]}","{""away"": [[""GK"", ""Railenks21"", ""STEAM_0:1:548283418""], [""LB"", ""JJS"", ""STEAM_0:1:658531620""], [""RB"", ""bachira (meto gol y gimo)"", ""STEAM_0:0:631503315""], [""CM"", ""Pedri con down"", ""STEAM_0:0:613214094""], [""LW"", ""Papalo"", ""STEAM_0:1:451783975""], [""RW"", ""flancito"", ""STEAM_0:1:658775989""]], ""home"": [[""GK"", ""Jonny"", ""STEAM_0:1:548456648""], [""LB"", ""+56922258915"", ""STEAM_0:0:898995799""], [""RB"", ""Tinho aura sigma recien baneao"", ""STEAM_0:0:693474670""], [""CM"", ""+65 9 6546 8031"", ""STEAM_0:0:921231302""], [""LW"", ""sandia"", ""STEAM_0:0:661322564""], [""RW"", ""Jonny"", ""STEAM_0:1:548456648""]]}","[[""home"", [""0("", ""STEAM_0:0:842808826""], [""Jonny"", ""STEAM_0:1:548456648""]], [""home"", [""sandia"", ""STEAM_0:0:661322564""], [""sandia"", ""STEAM_0:0:661322564""]]]"
20250519173844r-v-ioca7-2,2025-05-19 17:38:44,Movistar Riders,IOSoccer Central America,7-2,6v6,"{""away"": [[""GK"", null, null], [""LB"", ""Railenks21"", ""STEAM_0:1:548283418""], [""RB"", ""bachira (meto gol y gimo)"", ""STEAM_0:0:631503315""], [""CM"", ""26is"", ""STEAM_0:0:838076937""], [""LW"", ""4-star USB"", ""STEAM_0:1:695377651""], [""RW"", ""aimbot.com"", ""STEAM_0:0:536431230""]], ""home"": [[""GK"", ""Normas APA"", ""STEAM_0:1:588628560""], [""LB"", ""0("", ""STEAM_0:0:842808826""], [""RB"", null, null], [""CM"", ""... 1 half"", ""STEAM_0:0:591586986""], [""LW"", ""rocky"", ""STEAM_0:0:495288729""], [""RW"", ""Yamal"", ""STEAM_0:0:115985751""]]}","{""away"": [[""GK"", ""... 1 half"", ""STEAM_0:0:591586986""], [""LB"", ""Railenks21"", ""STEAM_0:1:548283418""], [""RB"", ""bachira (meto gol y gimo)"", ""STEAM_0:0:631503315""], [""CM"", ""26is"", ""STEAM_0:0:838076937""], [""LW"", ""4-star USB"", ""STEAM_0:1:695377651""], [""RW"", ""aimbot.com"", ""STEAM_0:0:536431230""]], ""home"": [[""GK"", ""... 1 half"", ""STEAM_0:0:591586986""], [""LB"", ""0("", ""STEAM_0:0:842808826""], [""RB"", ""kliy"", ""STEAM_0:1:787992769""], [""CM"", ""Normas APA"", ""STEAM_0:1:588628560""], [""LW"", ""rocky"", ""STEAM_0:0:495288729""], [""RW"", ""Yamal"", ""STEAM_0:0:115985751""]]}",[]
20250519013532iocaa-v-iocab7-10,2025-05-19 01:35:32,IOSoccer Central America,IOSoccer Central America,7-10,6v6,"{""away"": [[""GK"", ""Normas APA"", ""STEAM_0:1:588628560""], [""LB"", ""srv"", ""STEAM_0:1:625844098""], [""RB"", null, null], [""CM"", ""Santana"", ""STEAM_0:0:712559796""], [""LW"", ""kliy"", ""STEAM_0:1:787992769""], [""RW"", ""Papalito"", ""STEAM_0:1:451783975""]], ""home"": [[""GK"", ""ChetosDeQueso"", ""STEAM_0:0:565662550""], [""LB"", ""bachira (meto gol y gimo)"", ""STEAM_0:0:631503315""], [""RB"", null, null], [""CM"", ""mamastroso"", ""STEAM_0:1:521709613""], [""LW"", ""0R10N"", ""STEAM_0:1:722278941""], [""RW"", ""Yerzy"", ""STEAM_0:1:795040256""]]}","{""away"": [[""GK"", ""Papalito"", ""STEAM_0:1:451783975""], [""LB"", ""srv"", ""STEAM_0:1:625844098""], [""RB"", ""shaq"", ""STEAM_0:0:523865819""], [""CM"", ""Santana"", ""STEAM_0:0:712559796""], [""LW"", ""kliy"", ""STEAM_0:1:787992769""], [""RW"", ""ChetosDeQueso"", ""STEAM_0:0:565662550""]], ""home"": [[""GK"", ""Normas APA"", ""STEAM_0:1:588628560""], [""LB"", ""bachira (meto gol y gimo)"", ""STEAM_0:0:631503315""], [""RB"", ""Yamal"", ""STEAM_0:0:115985751""], [""CM"", ""mamastroso"", ""STEAM_0:1:521709613""], [""LW"", ""0R10N"", ""STEAM_0:1:722278941""], [""RW"", ""Yerzy"", ""STEAM_0:1:795040256""]]}","[[""away"", [""srv"", ""STEAM_0:1:625844098""], [""shaq"", ""STEAM_0:0:523865819""]], [""home"", [""ChetosDeQueso"", ""STEAM_0:0:565662550""], [""Yamal"", ""STEAM_0:0:115985751""]]]"
20250518215219pa-v-ioca3-4,2025-05-18 21:52:19,Promise Academy,IOSoccer Central America,3-4,6v6,"{""away"": [[""GK"", null, null], [""LB"", ""srv"", ""STEAM_0:1:625844098""], [""RB"", ""shaq"", ""STEAM_0:0:523865819""], [""CM"", ""coca"", ""STEAM_0:0:898995799""], [""LW"", ""Tinho"", ""STEAM_0:0:803464681""], [""RW"", ""bachira (meto gol y gimo)"", ""STEAM_0:0:631503315""]], ""home"": [[""GK"", ""Railenks21"", ""STEAM_0:1:548283418""], [""LB"", ""0("", ""STEAM_0:0:842808826""], [""RB"", ""Yerzy"", ""STEAM_0:1:795040256""], [""CM"", ""... 1 half"", ""STEAM_0:0:591586986""], [""LW"", ""zoe"", ""STEAM_0:0:495288729""], [""RW"", ""Yamal"", ""STEAM_0:0:115985751""]]}","{""away"": [[""GK"", ""ChetosDeQueso"", ""STEAM_0:0:565662550""], [""LB"", ""srv"", ""STEAM_0:1:625844098""], [""RB"", ""shaq"", ""STEAM_0:0:523865819""], [""CM"", ""Tinho"", ""STEAM_0:0:803464681""], [""LW"", ""Normas APA"", ""STEAM_0:1:588628560""], [""RW"", ""bachira (meto gol y gimo)"", ""STEAM_0:0:631503315""]], ""home"": [[""GK"", ""ChetosDeQueso"", ""STEAM_0:0:565662550""], [""LB"", ""0("", ""STEAM_0:0:842808826""], [""RB"", ""Railenks21"", ""STEAM_0:1:548283418""], [""CM"", ""... 1 half"", ""STEAM_0:0:591586986""], [""LW"", ""zoe"", ""STEAM_0:0:495288729""], [""RW"", ""Yamal"", ""STEAM_0:0:115985751""]]}","[[""away"", [""coca"", ""STEAM_0:0:898995799""], [""ChetosDeQueso"", ""STEAM_0:0:565662550""]], [""home"", [""Yerzy"", ""STEAM_0:1:795040256""], [""Cringo Magia"", ""STEAM_0:1:6064525""]], [""home"", [""Cringo Magia"", ""STEAM_0:1:6064525""], [""Pepe Martines"", ""STEAM_0:1:846551844""]]]"
20250518203619cafc-v-ioca8-6,2025-05-18 20:36:19,Los Chaquetones FC,IOSoccer Central America,8-6,6v6,"{""away"": [[""GK"", ""Railenks21"", ""STEAM_0:1:548283418""], [""LB"", ""Pedri con down"", ""STEAM_0:0:613214094""], [""RB"", ""bachira (meto gol y gimo)"", ""STEAM_0:0:631503315""], [""CM"", ""secso"", ""STEAM_0:0:641661038""], [""LW"", ""Bicho"", ""STEAM_0:1:776748154""], [""RW"", ""flancito"", ""STEAM_0:1:658775989""]], ""home"": [[""GK"", ""Adrian"", ""STEAM_0:1:705029347""], [""LB"", ""sandia"", ""STEAM_0:0:661322564""], [""RB"", ""0(Ryan)"", ""STEAM_0:0:842808826""], [""CM"", ""TRT"", ""STEAM_0:0:709867121""], [""LW"", ""Railenks21"", ""STEAM_0:1:548283418""], [""RW"", ""Gustambortec9"", ""STEAM_0:0:935322498""]]}","{""away"": [[""GK"", ""Adrian"", ""STEAM_0:1:705029347""], [""LB"", ""Pedri con down"", ""STEAM_0:0:613214094""], [""RB"", ""bachira (meto gol y gimo)"", ""STEAM_0:0:631503315""], [""CM"", ""Bicho"", ""STEAM_0:1:776748154""], [""LW"", ""secso"", ""STEAM_0:0:641661038""], [""RW"", ""flancito"", ""STEAM_0:1:658775989""]], ""home"": [[""GK"", ""Adrian"", ""STEAM_0:1:705029347""], [""LB"", ""Railenks21"", ""STEAM_0:1:548283418""], [""RB"", ""Gustambortec9"", ""STEAM_0:0:935322498""], [""CM"", ""TRT"", ""STEAM_0:0:709867121""], [""LW"", ""Nash gold jr"", ""STEAM_0:0:456191419""], [""RW"", ""0(Ryan)"", ""STEAM_0:0:842808826""]]}","[[""home"", [""sandia"", ""STEAM_0:0:661322564""], [""Nash gold jr"", ""STEAM_0:0:456191419""]], [""away"", [""rar"", ""STEAM_0:1:631317413""], [""rar"", ""STEAM_0:1:631317413""]]]"
20250518192815cafc-v-ioca4-6,2025-05-18 19:28:15,Los Chaquetones FC,IOSoccer Central America,4-6,6v6,"{""away"": [[""GK"", ""Normas APA"", ""STEAM_0:1:588628560""], [""LB"", ""Nash gold jr"", ""STEAM_0:0:456191419""], [""RB"", ""bachira (meto gol y gimo)"", ""STEAM_0:0:631503315""], [""CM"", ""... 1 half"", ""STEAM_0:0:591586986""], [""LW"", ""Pedri con down"", ""STEAM_0:0:613214094""], [""RW"", ""flancito"", ""STEAM_0:1:658775989""]], ""home"": [[""GK"", ""Adrian"", ""STEAM_0:1:705029347""], [""LB"", ""coca"", ""STEAM_0:0:898995799""], [""RB"", ""Railenks21"", ""STEAM_0:1:548283418""], [""CM"", ""TRT"", ""STEAM_0:0:709867121""], [""LW"", ""Nash gold jr"", ""STEAM_0:0:456191419""], [""RW"", ""Nash gold jr"", ""STEAM_0:0:456191419""]]}","{""away"": [[""GK"", ""Normas APA"", ""STEAM_0:1:588628560""], [""LB"", ""Cringo Magia"", ""STEAM_0:1:6064525""], [""RB"", ""bachira (meto gol y gimo)"", ""STEAM_0:0:631503315""], [""CM"", ""... 1 half"", ""STEAM_0:0:591586986""], [""LW"", ""flancito"", ""STEAM_0:1:658775989""], [""RW"", ""Pedri con down"", ""STEAM_0:0:613214094""]], ""home"": [[""GK"", ""Adrian"", ""STEAM_0:1:705029347""], [""LB"", ""coca"", ""STEAM_0:0:898995799""], [""RB"", ""Railenks21"", ""STEAM_0:1:548283418""], [""CM"", ""TRT"", ""STEAM_0:0:709867121""], [""LW"", ""Nash gold jr"", ""STEAM_0:0:456191419""], [""RW"", ""sandia"", ""STEAM_0:0:661322564""]]}","[[""home"", [""EL PEPE"", ""STEAM_0:0:921231302""], [""sandia"", ""STEAM_0:0:661322564""]], [""away"", [""Pepe Martines (zoetequiercojer)"", ""STEAM_0:1:846551844""], [""Pepe Martines (zoetequiercojer)"", ""STEAM_0:1:846551844""]]]"
20250517235150pa-v-ioca1-2,2025-05-17 23:51:50,Promise Academy,IOSoccer Central America,1-2,6v6,"{""away"": [[""GK"", ""SkyyNet"", ""STEAM_0:1:10197940""], [""LB"", ""Jorge Nitales"", ""STEAM_0:0:783894272""], [""RB"", ""larry"", ""STEAM_0:1:741203476""], [""CM"", ""yeico"", ""STEAM_0:0:838076937""], [""LW"", ""bagobread"", ""STEAM_0:1:127001049""], [""RW"", ""eSlicer"", ""STEAM_0:0:115494837""]], ""home"": [[""GK"", null, null], [""LB"", ""Bicho"", ""STEAM_0:1:776748154""], [""RB"", ""0"", ""STEAM_0:0:842808826""], [""CM"", ""Papalito"", ""STEAM_0:1:451783975""], [""LW"", ""eric"", ""STEAM_0:1:712148059""], [""RW"", ""zoe"", ""STEAM_0:0:495288729""]]}","{""away"": [[""GK"", ""SkyyNet"", ""STEAM_0:1:10197940""], [""LB"", ""Jorge Nitales"", ""STEAM_0:0:783894272""], [""RB"", ""larry"", ""STEAM_0:1:741203476""], [""CM"", ""yeico"", ""STEAM_0:0:838076937""], [""LW"", ""bagobread"", ""STEAM_0:1:127001049""], [""RW"", ""eSlicer"", ""STEAM_0:0:115494837""]], ""home"": [[""GK"", ""SkyyNet"", ""STEAM_0:1:10197940""], [""LB"", ""Bicho"", ""STEAM_0:1:776748154""], [""RB"", ""0"", ""STEAM_0:0:842808826""], [""CM"", ""Papalito"", ""STEAM_0:1:451783975""], [""LW"", ""eric"", ""STEAM_0:1:712148059""], [""RW"", ""zoe"", ""STEAM_0:0:495288729""]]}",[]
20250517231952cafc-v-pa4-8,2025-05-17 23:19:52,Los Chaquetones FC,Promise Academy,4-8,6v6,"{""away"": [[""GK"", ""larry"", ""STEAM_0:1:741203476""], [""LB"", ""Railenks21"", ""STEAM_0:1:548283418""], [""RB"", ""zoe"", ""STEAM_0:0:495288729""], [""CM"", ""0"", ""STEAM_0:0:842808826""], [""LW"", ""... 1 half"", ""STEAM_0:0:591586986""], [""RW"", ""Papalito"", ""STEAM_0:1:451783975""]], ""home"": [[""GK"", ""Normas APA"", ""STEAM_0:1:588628560""], [""LB"", ""Tinho"", ""STEAM_0:0:693474670""], [""RB"", ""Bicho"", ""STEAM_0:1:776748154""], [""CM"", ""riki988"", ""STEAM_0:0:921231302""], [""LW"", ""coca"", ""STEAM_0:0:898995799""], [""RW"", null, null]]}","{""away"": [[""GK"", ""larry"", ""STEAM_0:1:741203476""], [""LB"", ""Jorge Nitales"", ""STEAM_0:0:783894272""], [""RB"", ""0"", ""STEAM_0:0:842808826""], [""CM"", ""Bicho"", ""STEAM_0:1:776748154""], [""LW"", ""zoe"", ""STEAM_0:0:495288729""], [""RW"", ""Papalito"", ""STEAM_0:1:451783975""]], ""home"": [[""GK"", ""larry"", ""STEAM_0:1:741203476""], [""LB"", ""Tinho"", ""STEAM_0:0:693474670""], [""RB"", ""eSlicer"", ""STEAM_0:0:115494837""], [""CM"", ""yeico"", ""STEAM_0:0:838076937""], [""LW"", ""coca"", ""STEAM_0:0:898995799""], [""RW"", ""Jonny"", ""STEAM_0:1:548456648""]]}","[[""home"", [""coca"", ""STEAM_0:0:898995799""], [""Jorge Nitales"", ""STEAM_0:0:783894272""]], [""home"", [""Normas APA"", ""STEAM_0:1:588628560""], [""Jonny"", ""STEAM_0:1:548456648""]], [""home"", [""Tinho"", ""STEAM_0:0:693474670""], [""eSlicer"", ""STEAM_0:0:115494837""]], [""home"", [""riki988"", ""STEAM_0:0:921231302""], [""yeico"", ""STEAM_0:0:838076937""]]]"
20250517225732cafc-v-pa4-6,2025-05-17 22:57:32,Los Chaquetones FC,Promise Academy,4-6,6v6,"{""away"": [[""GK"", ""larry"", ""STEAM_0:1:741203476""], [""LB"", ""Railenks21"", ""STEAM_0:1:548283418""], [""RB"", ""zoe"", ""STEAM_0:0:495288729""], [""CM"", ""0"", ""STEAM_0:0:842808826""], [""LW"", ""... 1 half"", ""STEAM_0:0:591586986""], [""RW"", ""Papalito"", ""STEAM_0:1:451783975""]], ""home"": [[""GK"", ""Pepe Martines"", ""STEAM_0:1:846551844""], [""LB"", ""shaq"", ""STEAM_0:0:523865819""], [""RB"", ""coca"", ""STEAM_0:0:898995799""], [""CM"", ""Pedri con down"", ""STEAM_0:0:613214094""], [""LW"", ""Bicho"", ""STEAM_0:1:776748154""], [""RW"", ""Jonny"", ""STEAM_0:1:548456648""]]}","{""away"": [[""GK"", ""larry"", ""STEAM_0:1:741203476""], [""LB"", ""Railenks21"", ""STEAM_0:1:548283418""], [""RB"", ""zoe"", ""STEAM_0:0:495288729""], [""CM"", ""0"", ""STEAM_0:0:842808826""], [""LW"", ""... 1 half"", ""STEAM_0:0:591586986""], [""RW"", ""Papalito"", ""STEAM_0:1:451783975""]], ""home"": [[""GK"", ""Normas APA"", ""STEAM_0:1:588628560""], [""LB"", ""Tinho"", ""STEAM_0:0:693474670""], [""RB"", ""Bicho"", ""STEAM_0:1:776748154""], [""CM"", ""riki988"", ""STEAM_0:0:921231302""], [""LW"", ""coca"", ""STEAM_0:0:898995799""], [""RW"", ""Jonny"", ""STEAM_0:1:548456648""]]}","[[""home"", [""Pepe Martines"", ""STEAM_0:1:846551844""], [""Normas APA"", ""STEAM_0:1:588628560""]], [""home"", [""Pedri con down"", ""STEAM_0:0:613214094""], [""Tinho"", ""STEAM_0:0:693474670""]], [""home"", [""shaq"", ""STEAM_0:0:523865819""], [""riki988"", ""STEAM_0:0:921231302""]]]"
20250517215910cafc-v-ioca6-9,2025-05-17 21:59:10,Los Chaquetones FC,IOSoccer Central America,6-9,6v6,"{""away"": [[""GK"", ""SkyyNet"", ""STEAM_0:1:10197940""], [""LB"", ""Railenks21"", ""STEAM_0:1:548283418""], [""RB"", ""0"", ""STEAM_0:0:842808826""], [""CM"", ""Pedri con down"", ""STEAM_0:0:613214094""], [""LW"", ""Papalito"", ""STEAM_0:1:451783975""], [""RW"", ""aimbot.com"", ""STEAM_0:0:536431230""]], ""home"": [[""GK"", ""larry"", ""STEAM_0:1:741203476""], [""LB"", ""Enfasis"", ""STEAM_0:1:701404455""], [""RB"", ""coca"", ""STEAM_0:0:898995799""], [""CM"", ""Agustin."", ""STEAM_0:1:649245246""], [""LW"", ""riki988"", ""STEAM_0:0:921231302""], [""RW"", ""Jonny"", ""STEAM_0:1:548456648""]]}","{""away"": [[""GK"", ""SkyyNet"", ""STEAM_0:1:10197940""], [""LB"", ""Railenks21"", ""STEAM_0:1:548283418""], [""RB"", ""Pepe Martines (zoetequiercojer)"", ""STEAM_0:1:846551844""], [""CM"", ""Pedri con down"", ""STEAM_0:0:613214094""], [""LW"", ""Papalito"", ""STEAM_0:1:451783975""], [""RW"", ""aimbot.com"", ""STEAM_0:0:536431230""]], ""home"": [[""GK"", ""larry"", ""STEAM_0:1:741203476""], [""LB"", ""Enfasis"", ""STEAM_0:1:701404455""], [""RB"", ""coca"", ""STEAM_0:0:898995799""], [""CM"", ""riki988"", ""STEAM_0:0:921231302""], [""LW"", ""Agustin."", ""STEAM_0:1:649245246""], [""RW"", ""Jonny"", ""STEAM_0:1:548456648""]]}","[[""away"", [""Pedri con down"", ""STEAM_0:0:613214094""], [""Pepe Martines (zoetequiercojer)"", ""STEAM_0:1:846551844""]]]"
20250517210255r-v-ioca3-2,2025-05-17 21:02:55,Movistar Riders,IOSoccer Central America,3-2,6v6,"{""away"": [[""GK"", ""Pepe Martines (zoetequiercojer)"", ""STEAM_0:1:846551844""], [""LB"", ""Papalito"", ""STEAM_0:1:451783975""], [""RB"", ""0"", ""STEAM_0:0:842808826""], [""CM"", ""Pedri con down"", ""STEAM_0:0:613214094""], [""LW"", ""aimbot.com"", ""STEAM_0:0:536431230""], [""RW"", ""kliy"", ""STEAM_0:1:787992769""]], ""home"": [[""GK"", null, null], [""LB"", ""Normas APA"", ""STEAM_0:1:588628560""], [""RB"", ""... 1 half"", ""STEAM_0:0:591586986""], [""CM"", ""Yamal"", ""STEAM_0:0:115985751""], [""LW"", ""polar."", ""STEAM_0:0:495288729""], [""RW"", ""larry"", ""STEAM_0:1:741203476""]]}","{""away"": [[""GK"", ""Pepe Martines (zoetequiercojer)"", ""STEAM_0:1:846551844""], [""LB"", ""Papalito"", ""STEAM_0:1:451783975""], [""RB"", ""0"", ""STEAM_0:0:842808826""], [""CM"", ""Pedri con down"", ""STEAM_0:0:613214094""], [""LW"", ""aimbot.com"", ""STEAM_0:0:536431230""], [""RW"", ""kliy"", ""STEAM_0:1:787992769""]], ""home"": [[""GK"", ""SkyyNet"", ""STEAM_0:1:10197940""], [""LB"", ""Normas APA"", ""STEAM_0:1:588628560""], [""RB"", ""larry"", ""STEAM_0:1:741203476""], [""CM"", ""... 1 half"", ""STEAM_0:0:591586986""], [""LW"", ""eSlicer"", ""STEAM_0:0:115494837""], [""RW"", ""Yamal"", ""STEAM_0:0:115985751""]]}","[[""home"", [""polar."", ""STEAM_0:0:495288729""], [""SkyyNet"", ""STEAM_0:1:10197940""]]]"
20250517190907cafc-v-ioca1-7,2025-05-17 19:09:07,Los Chaquetones FC,IOSoccer Central America,1-7,6v6,"{""away"": [[""GK"", ""SkyyNet"", ""STEAM_0:1:10197940""], [""LB"", ""rar"", ""STEAM_0:1:631317413""], [""RB"", ""larry"", ""STEAM_0:1:741203476""], [""CM"", ""Cocomelon ahh goal"", ""STEAM_0:1:6064525""], [""LW"", ""polar."", ""STEAM_0:0:495288729""], [""RW"", ""Pedri con down"", ""STEAM_0:0:613214094""]], ""home"": [[""GK"", ""Adrian"", ""STEAM_0:1:705029347""], [""LB"", ""coca"", ""STEAM_0:0:898995799""], [""RB"", ""sandia"", ""STEAM_0:0:661322564""], [""CM"", ""Pepe Martines (zoetequiercojer)"", ""STEAM_0:1:846551844""], [""LW"", ""Nash gold jr"", ""STEAM_0:0:456191419""], [""RW"", ""riki988"", ""STEAM_0:0:921231302""]]}","{""away"": [[""GK"", ""SkyyNet"", ""STEAM_0:1:10197940""], [""LB"", ""rar"", ""STEAM_0:1:631317413""], [""RB"", ""larry"", ""STEAM_0:1:741203476""], [""CM"", ""Cocomelon ahh goal"", ""STEAM_0:1:6064525""], [""LW"", ""polar."", ""STEAM_0:0:495288729""], [""RW"", ""Pedri con down"", ""STEAM_0:0:613214094""]], ""home"": [[""GK"", ""Adrian"", ""STEAM_0:1:705029347""], [""LB"", ""coca"", ""STEAM_0:0:898995799""], [""RB"", ""sandia"", ""STEAM_0:0:661322564""], [""CM"", ""Pepe Martines (zoetequiercojer)"", ""STEAM_0:1:846551844""], [""LW"", ""Nash gold jr"", ""STEAM_0:0:456191419""], [""RW"", ""riki988"", ""STEAM_0:0:921231302""]]}",[]
20250517182118r-v-ioca4-3,2025-05-17 18:21:18,Movistar Riders,IOSoccer Central America,4-3,6v6,"{""away"": [[""GK"", ""Pepe Martines (zoetequiercojer)"", ""STEAM_0:1:846551844""], [""LB"", ""Yerzy"", ""STEAM_0:1:795040256""], [""RB"", ""rar"", ""STEAM_0:1:631317413""], [""CM"", ""... 1 half"", ""STEAM_0:0:591586986""], [""LW"", ""srv"", ""STEAM_0:1:625844098""], [""RW"", ""Pedri con down"", ""STEAM_0:0:613214094""]], ""home"": [[""GK"", null, null], [""LB"", ""Normas APA"", ""STEAM_0:1:588628560""], [""RB"", ""larry"", ""STEAM_0:1:741203476""], [""CM"", ""eSlicer"", ""STEAM_0:0:115494837""], [""LW"", ""Jugar con slice"", ""STEAM_0:1:6064525""], [""RW"", ""Yamal"", ""STEAM_0:0:115985751""]]}","{""away"": [[""GK"", ""Pepe Martines (zoetequiercojer)"", ""STEAM_0:1:846551844""], [""LB"", ""Yerzy"", ""STEAM_0:1:795040256""], [""RB"", ""rar"", ""STEAM_0:1:631317413""], [""CM"", ""... 1 half"", ""STEAM_0:0:591586986""], [""LW"", ""srv"", ""STEAM_0:1:625844098""], [""RW"", ""Pedri con down"", ""STEAM_0:0:613214094""]], ""home"": [[""GK"", ""Pepe Martines (zoetequiercojer)"", ""STEAM_0:1:846551844""], [""LB"", ""Normas APA"", ""STEAM_0:1:588628560""], [""RB"", ""Yerzy"", ""STEAM_0:1:795040256""], [""CM"", ""eSlicer"", ""STEAM_0:0:115494837""], [""LW"", ""polar."", ""STEAM_0:0:495288729""], [""RW"", ""Yamal"", ""STEAM_0:0:115985751""]]}","[[""home"", [""larry"", ""STEAM_0:1:741203476""], [""polar."", ""STEAM_0:0:495288729""]]]"
20250517172705cafc-v-ioca1-6,2025-05-17 17:27:05,Los Chaquetones FC,IOSoccer Central America,1-6,6v6,"{""away"": [[""GK"", ""Pepe Martines (zoetequiercojer)"", ""STEAM_0:1:846551844""], [""LB"", ""larry"", ""STEAM_0:1:741203476""], [""RB"", ""0"", ""STEAM_0:0:842808826""], [""CM"", ""mamastroso"", ""STEAM_0:1:521709613""], [""LW"", ""srv"", ""STEAM_0:1:625844098""], [""RW"", ""Pedri con down"", ""STEAM_0:0:613214094""]], ""home"": [[""GK"", ""Adrian"", ""STEAM_0:1:705029347""], [""LB"", ""coca"", ""STEAM_0:0:898995799""], [""RB"", ""gary"", ""STEAM_0:1:739979541""], [""CM"", ""Tinho"", ""STEAM_0:0:803464681""], [""LW"", ""Santana"", ""STEAM_0:0:712559796""], [""RW"", ""Nash gold jr"", ""STEAM_0:0:456191419""]]}","{""away"": [[""GK"", ""Pepe Martines (zoetequiercojer)"", ""STEAM_0:1:846551844""], [""LB"", ""larry"", ""STEAM_0:1:741203476""], [""RB"", ""0"", ""STEAM_0:0:842808826""], [""CM"", ""mamastroso"", ""STEAM_0:1:521709613""], [""LW"", ""srv"", ""STEAM_0:1:625844098""], [""RW"", ""Pedri con down"", ""STEAM_0:0:613214094""]], ""home"": [[""GK"", ""Adrian"", ""STEAM_0:1:705029347""], [""LB"", ""coca"", ""STEAM_0:0:898995799""], [""RB"", ""gary"", ""STEAM_0:1:739979541""], [""CM"", ""Tinho"", ""STEAM_0:0:803464681""], [""LW"", ""Nash gold jr"", ""STEAM_0:0:456191419""], [""RW"", ""Santana"", ""STEAM_0:0:712559796""]]}",[]
20250517164414cafc-v-ioca6-5,2025-05-17 16:44:14,Los Chaquetones FC,IOSoccer Central America,6-5,6v6,"{""away"": [[""GK"", ""Pedri con down"", ""STEAM_0:0:613214094""], [""LB"", ""0"", ""STEAM_0:0:842808826""], [""RB"", ""larry"", ""STEAM_0:1:741203476""], [""CM"", ""bachira (meto gol y gimo)"", ""STEAM_0:0:631503315""], [""LW"", ""flancito"", ""STEAM_0:1:658775989""], [""RW"", ""Santana"", ""STEAM_0:0:712559796""]], ""home"": [[""GK"", ""Adrian"", ""STEAM_0:1:705029347""], [""LB"", ""coca"", ""STEAM_0:0:898995799""], [""RB"", ""srv"", ""STEAM_0:1:625844098""], [""CM"", ""Tinho"", ""STEAM_0:0:803464681""], [""LW"", ""Nash gold jr"", ""STEAM_0:0:456191419""], [""RW"", ""Pepe Martines (zoetequiercojer)"", ""STEAM_0:1:846551844""]]}","{""away"": [[""GK"", ""larry"", ""STEAM_0:1:741203476""], [""LB"", ""0"", ""STEAM_0:0:842808826""], [""RB"", ""Pedri con down"", ""STEAM_0:0:613214094""], [""CM"", ""Santana"", ""STEAM_0:0:712559796""], [""LW"", ""bachira (meto gol y gimo)"", ""STEAM_0:0:631503315""], [""RW"", ""flancito"", ""STEAM_0:1:658775989""]], ""home"": [[""GK"", ""Adrian"", ""STEAM_0:1:705029347""], [""LB"", ""coca"", ""STEAM_0:0:898995799""], [""RB"", ""srv"", ""STEAM_0:1:625844098""], [""CM"", ""Tinho"", ""STEAM_0:0:803464681""], [""LW"", ""Nash gold jr"", ""STEAM_0:0:456191419""], [""RW"", ""Pepe Martines (zoetequiercojer)"", ""STEAM_0:1:846551844""]]}",[]
